Datum;Uhrzeit;Deutschland/Luxemburg[€/MWh];Dänemark 1[€/MWh];Dänemark 2[€/MWh];Frankreich[€/MWh];Italien (Nord)[€/MWh];Niederlande[€/MWh];Polen[€/MWh];Schweden 4[€/MWh];Schweiz[€/MWh];Slowenien[€/MWh];Tschechien[€/MWh];Ungarn[€/MWh];Österreich[€/MWh];Deutschland/Österreich/Luxemburg[€/MWh];Belgien[€/MWh];Norwegen 2[€/MWh]
09.10.2018;08:00;96,68;46,48;93,14;98,69;98,69;93,52;-;80,97;86,05;97,2;86,69;86,69;97,2;-;101,01;46,48
09.10.2018;09:00;91,95;46,1;89,06;92,41;92,41;91,27;-;82,58;84,42;92,07;83;83,02;92,07;-;92,9;46,1
09.10.2018;10:00;82,54;45,77;78,19;84,27;89,75;79,85;-;78,19;83;82,98;71,6;77,38;82,98;-;86,02;45,77
09.10.2018;11:00;64,7;45,5;64,7;72,2;88;54,9;-;63,14;81,74;82,64;63,27;75,02;82,64;-;78,53;45,5
09.10.2018;12:00;54,31;45,13;54,31;72,05;79,21;55;-;53;77,61;79,21;56;72;79,21;-;68,54;45,13
09.10.2018;13:00;53,35;45,11;53,35;71;78,06;58,01;-;52,07;78,31;78,06;55;70,44;78,06;-;74,88;45,11
09.10.2018;14:00;55,64;45,1;55,64;66,72;81;52,5;-;54,3;80,83;81;54,72;70,79;81;-;72,68;45,1
09.10.2018;15:00;62,41;44,79;62,41;67,25;84,42;57,54;-;60,91;80,91;82,4;56;73,9;82,4;-;70,1;44,79
09.10.2018;16:00;68,97;44,49;68,97;70,79;87,35;67,08;-;67,31;80,95;82,48;65;76,97;82,48;-;72,01;44,49
09.10.2018;17:00;83,2;44,69;83,2;83,2;85,39;83,2;-;78,16;81,96;83,2;76,01;79,98;83,2;-;83,2;44,69
09.10.2018;18:00;90;44,98;90;90;92,41;90;-;87,84;85,42;90;86,16;90,81;90;-;90;44,98
09.10.2018;19:00;110,28;45,14;110,28;110,28;110,28;110,28;-;107,63;95,95;110,28;97,1;109,95;110,28;-;110,28;45,14
09.10.2018;20:00;92,55;45,27;92,55;92,55;92,55;92,55;-;86,76;84,03;92,55;85;87,7;92,55;-;92,55;45,27
09.10.2018;21:00;80,51;45,06;80,51;80,71;80,71;80,19;-;64;79,32;80,57;77;77;80,57;-;80,98;45,06
09.10.2018;22:00;69,76;43,58;68,39;70,02;78,1;69,48;-;59,34;79,11;69,82;60;67,53;69,82;-;70,3;43,58
09.10.2018;23:00;60,56;41,35;43,76;62,81;74,36;56,98;-;41,35;74,46;61,09;57;60,01;61,09;-;65,2;41,35
10.10.2018;00:00;53,7;42,28;42,28;57,52;74,54;55,03;-;42,28;71,06;58,07;59,5;59,9;58,07;-;55,78;42,28
10.10.2018;01:00;55,13;41,4;41,4;55,13;73,6;55,13;-;41,4;71,32;55,13;56,83;56,83;55,13;-;55,13;41,4
10.10.2018;02:00;54,88;41,35;41,35;54,88;70;54,88;-;41,35;67,94;54,88;55,23;55,23;54,88;-;54,88;41,35
10.10.2018;03:00;54,05;42,33;42,33;54,05;69,95;54,05;-;42,33;67,07;54,05;53,97;53,97;54,05;-;54,05;42,33
10.10.2018;04:00;54,64;42,35;42,35;54,64;68,82;54,64;-;42,35;68,94;54,64;55;55;54,64;-;54,64;42,35
10.10.2018;05:00;55,46;49,09;54,12;55,46;71,8;55,46;-;54,12;72,84;56,07;60,6;61,27;56,07;-;55,46;43,89
10.10.2018;06:00;72,16;72,16;72,16;72,16;76,72;72,15;-;70,43;80,32;76,72;76,5;76,5;76,72;-;72,16;44,47
10.10.2018;07:00;88;88;88;88;88;88;-;88;89,38;88;90;90;88;-;88;44,78
10.10.2018;08:00;93,22;93,22;93,22;93,22;93,22;93,22;-;93,22;92,16;93,22;90,88;90,88;93,22;-;93,22;44,92
10.10.2018;09:00;86,84;86,84;86,84;86,84;86,84;86,84;-;86,84;87,33;86,84;84,3;84,3;86,84;-;86,84;44,88
10.10.2018;10:00;80,81;80,81;80,81;80,81;80,99;80,81;-;80,81;82,28;80,99;75,2;78,52;80,99;-;80,81;44,8
10.10.2018;11:00;73,69;73,69;73,69;74,49;80,96;73,97;-;73,69;82,24;80,96;66,25;77,71;80,96;-;74,29;44,73
10.10.2018;12:00;55,27;55,27;56,63;73;74,75;62,02;-;56,63;77,86;74,75;57,48;76,65;74,75;-;65,05;44,65
10.10.2018;13:00;53,61;53,61;53,63;69,39;76,28;59,53;-;53,63;77,49;76,28;55,17;76,05;76,28;-;62,93;44,56
10.10.2018;14:00;51,99;51,99;51,99;65,27;78,09;57,06;-;51,99;80,02;78,09;53,02;78;78,09;-;60;44,51
10.10.2018;15:00;53,68;53,68;53,68;61,45;80,92;56,6;-;53,68;82,21;80,92;54;77,92;80,92;-;58,79;44,44
10.10.2018;16:00;57,47;57,47;57,47;61,19;81;60,76;-;57,47;82,26;81;61,23;78,37;81;-;61,69;44,47
10.10.2018;17:00;69,3;69,3;69,3;69,3;82,25;69,3;-;69,3;82,25;82,25;68;81,95;82,25;-;69,3;44,37
10.10.2018;18:00;70,68;70,68;70,68;70,68;84,75;70,68;-;70,68;82,62;84,75;80;91,06;82,43;-;71,38;44,42
10.10.2018;19:00;72,88;57,67;72,88;79,28;93;68,6;-;72,88;82,55;93;90,83;107,13;82,37;-;85,51;44,56
10.10.2018;20:00;53,71;50,95;53,71;73,82;83;65;-;53,71;81,46;80,99;77,2;85,71;80,99;-;91,67;44,47
10.10.2018;21:00;51,18;51,18;51,18;60,25;76,17;51,3;-;51,18;79,37;76,06;64,18;64,18;76,06;-;68,31;44,36
10.10.2018;22:00;46,74;46,74;46,74;62,4;75,54;55,47;-;46,74;79,05;75,54;56,4;57,88;75,54;-;59,38;43,17
10.10.2018;23:00;33,04;33,04;42,1;59,63;73;59,55;-;42,1;73,06;58,08;46;54,93;58,08;-;62,31;41,33
11.10.2018;00:00;35,01;35,01;35,01;56,93;69,98;56,93;-;35,01;73,25;58,09;40,9;55,02;58,09;-;56,93;35,01
11.10.2018;01:00;31,71;31,71;31,71;53,53;69,48;53,53;-;31,71;71,32;58,01;38,6;49,95;58,01;-;53,53;31,71
11.10.2018;02:00;29,97;29,97;29,97;50,03;69;51,3;-;29,97;69,23;56,04;36;45,41;56,04;-;51,3;29,97
11.10.2018;03:00;30,05;30,05;30,91;45,82;69;50;-;30,91;68,47;55,92;37;41,09;55,92;-;50;30,91
11.10.2018;04:00;35,85;35,85;34,98;40,19;68,15;45,2;-;34,98;67,3;41,68;40;45,98;41,68;-;41,25;34,98
11.10.2018;05:00;44,08;40,47;44,08;49,87;69,94;45,1;-;44,08;70,14;57,09;50;55,09;57,09;-;51,07;40,47
11.10.2018;06:00;49,98;42,95;49,98;56,12;75,54;55,14;-;49,98;77,32;75,54;62,5;67,94;75,54;-;56,37;42,95
11.10.2018;07:00;72,96;43,69;71,21;72,96;85,02;72,96;-;71,21;80,94;79,94;80,79;80,79;79,94;-;72,96;43,69
11.10.2018;08:00;71,52;43,93;71,52;73,36;87,99;71,56;-;71,52;82;78,02;81,19;81,19;78,02;-;73,36;43,93
11.10.2018;09:00;59,8;43,77;59,71;73,36;88,5;63,86;-;59,71;82;78,06;78,2;78,38;78,06;-;73,36;43,77
11.10.2018;10:00;49,21;43,66;49,3;73,17;87,13;54,5;-;49,3;82,01;80,97;54;75,97;80,97;-;73,17;43,66
11.10.2018;11:00;48,61;43,39;48,61;70,78;87,16;53,7;-;48,61;81,61;80,98;52;75,67;80,98;-;70,78;43,39
11.10.2018;12:00;47,02;43,2;47,59;70,15;78,07;52,8;-;47,59;80,86;78,07;49,78;73,81;78,07;-;70,15;43,2
11.10.2018;13:00;46,9;43,14;47,79;66,83;78,32;53,38;-;47,79;80,87;78,32;48,73;72,39;78,32;-;66,2;43,14
11.10.2018;14:00;49,25;43,1;48,36;62;81,74;52,9;-;48,36;81,2;79,93;50,14;71,91;79,93;-;62;43,1
11.10.2018;15:00;59,95;43,1;58,51;60,37;83,24;59,95;-;58,51;80,21;79,94;53;73,93;79,94;-;60,37;43,1
11.10.2018;16:00;65,06;43,28;63,5;65,06;82,87;65,06;-;63,5;80,05;80,1;66;75,92;80,1;-;65,06;43,28
11.10.2018;17:00;72,85;48,05;71,1;72,85;79,7;72,85;-;71,1;80,04;78,05;75,6;75,92;78,05;-;72,85;43,79
11.10.2018;18:00;81,3;48,59;76,84;81,3;81,3;81,3;-;76,84;81,4;81,3;79,9;80,66;81,3;-;81,3;43,85
11.10.2018;19:00;88,5;48,11;76,92;88,5;88,5;88,5;-;76,92;85,14;88,5;87,65;87,65;88,5;-;88,5;43,7
11.10.2018;20:00;76,34;48,89;70,15;76,67;80;76,36;-;70,15;80,08;79,95;74,08;76,9;79,95;-;76,67;43,63
11.10.2018;21:00;58,62;47,44;57,03;72,82;75,54;58,62;-;57,03;76,88;71,02;60,95;65,9;71,02;-;71,06;43,49
11.10.2018;22:00;52,04;44,6;44,6;69,68;74,36;60,14;-;44,6;75,68;65,06;52,98;65,27;65,06;-;69,68;43,18
11.10.2018;23:00;47,86;42,12;42,12;65,03;69,37;56,23;-;42,12;72,2;60,5;47,03;56,94;60,5;-;65,03;42,12
12.10.2018;00:00;45,85;17,28;40,98;57,22;68,3;45,85;-;40,98;68,07;54;49,03;51,88;54;-;56,59;40,98
12.10.2018;01:00;45,88;40,13;40,13;54,99;67;45,88;-;40,13;66,49;52,4;48,5;49,47;52,4;-;54,87;40,13
12.10.2018;02:00;45,6;39,36;39,36;52,25;64,52;45,6;-;39,36;66,56;50,36;45,84;45,84;50,36;-;51,99;39,36
12.10.2018;03:00;45,64;40,19;40,19;45,64;64,5;45,64;-;40,19;65,9;45,64;44,24;44,24;45,64;-;45,64;40,19
12.10.2018;04:00;45,8;40,39;40,39;45,8;64,5;45,8;-;40,39;65,88;45,8;45,44;45,44;45,8;-;45,8;40,39
12.10.2018;05:00;49,64;44,86;44,86;49,64;66,61;49,64;-;44,86;66,9;54;51,1;53,94;54;-;49,69;42,73
12.10.2018;06:00;56,65;48,14;56,65;56,63;73,73;56,65;-;56,65;73,42;58,08;60,86;67,23;58,08;-;56,65;42,59
12.10.2018;07:00;69,87;50,97;69,87;69,87;79,42;69,87;-;68,85;80,09;75,1;77,2;77,2;69,87;-;69,87;43,19
12.10.2018;08:00;71,47;50,07;71,47;71,47;81,7;71,45;-;71,47;81,57;75,1;77,12;77,99;75,1;-;71,47;43,37
12.10.2018;09:00;69,71;50,05;69,71;69,76;79,58;69,71;-;69,71;80,03;75,1;74,12;74,12;75,02;-;69,76;43,32
12.10.2018;10:00;69,52;51,45;69,52;69,64;79,3;69,52;-;69,52;79,46;75,1;63,5;72,01;75,1;-;69,64;43,23
12.10.2018;11:00;61,95;49,43;61,95;66,14;78,92;62,13;-;61,95;79,39;78,92;58,5;72,72;78,92;-;64,3;43,09
12.10.2018;12:00;49,25;49,25;49,25;63,73;68,9;49,34;-;49,25;73,85;68,9;51,5;70,81;68,9;-;62,16;42,88
12.10.2018;13:00;48,75;47,65;48,75;54,08;70,37;49;-;48,75;72,3;70,37;49,1;69,09;70,37;-;51,36;42,63
12.10.2018;14:00;47,84;46,76;47,84;53,48;71,31;48,1;-;47,84;75,09;71,31;48,6;68,68;71,31;-;50,58;42,51
12.10.2018;15:00;53,32;42,42;53,32;55;74,54;53,32;-;53,32;76,43;62,01;52,01;70,27;62,01;-;54,13;42,42
12.10.2018;16:00;56,95;45,6;56,95;56,96;76;56,95;-;56,95;76,65;59,03;55,7;71,83;59,03;-;56,96;42,39
12.10.2018;17:00;67,32;47,41;67,32;67,32;77,5;67,32;-;67,32;77,52;67,32;67,5;71,79;67,32;-;67,32;42,67
12.10.2018;18:00;69,94;47,57;69,94;69,94;84;69,95;-;69,94;79,41;73,09;77,49;77,71;73,09;-;69,95;42,85
12.10.2018;19:00;79,08;46,94;79,08;79,08;88;79,08;-;77,18;81,77;79,08;81,35;84,84;79,08;-;79,08;43,12
12.10.2018;20:00;65;45,35;65;72,82;77,9;65;-;65;78,94;70,67;72,8;72,8;70,67;-;72,07;42,82
12.10.2018;21:00;53,58;42,53;53,58;66,91;72,99;53,58;-;53,58;71,99;63,26;56,9;63,08;63,26;-;65,26;42,53
12.10.2018;22:00;50;41;48,8;64,98;71,78;50;-;48,8;70,03;60,65;53,2;61,97;60,65;-;64,3;41
12.10.2018;23:00;43,88;39,38;40,07;62,41;67,38;53,5;-;40,07;65,19;54,93;48,99;56,39;54,93;-;64,3;39,38
13.10.2018;00:00;47,8;35,28;35,28;56,89;67,71;47,8;-;35,28;69,24;50;46,71;48,54;50;-;62,3;35,28
13.10.2018;01:00;43,97;30;30;54,11;68,3;43,97;-;30;68,22;46,45;43,1;43,1;46,45;-;62,3;30
13.10.2018;02:00;42,08;26,33;26,33;51,39;66,12;42,08;-;26,33;66,49;44,4;42;42;44,4;-;62,3;26,33
13.10.2018;03:00;39,14;25,42;25,42;42,99;65,16;39,14;-;25,42;65,71;40,08;42;42;40,08;-;48;25,42
13.10.2018;04:00;42,74;26,97;26,97;44,87;65,13;42,74;-;26,97;64,61;43,26;42,5;42,5;43,26;-;47,7;26,97
13.10.2018;05:00;43,91;31,4;31,4;43,91;65,16;43,91;-;31,4;66,19;44,03;42,55;42,55;44,03;-;43,91;31,4
13.10.2018;06:00;48,34;34,56;34,56;48,38;69,99;48,38;-;34,56;68,87;50,05;47,06;47,06;50,05;-;48,38;34,56
13.10.2018;07:00;58,18;36,56;36,56;58,71;80;59,9;-;36,56;69,94;60,83;54,48;54,48;60,83;-;58,87;36,56
13.10.2018;08:00;62,9;39,45;39,45;62,9;75,3;62,9;-;39,45;71;62,9;57,5;57,59;62,9;-;62,9;39,45
13.10.2018;09:00;62,43;40,32;40,32;65,92;69,4;72,52;-;40,32;69,31;66,91;55,5;59,78;66,91;-;66,63;40,32
13.10.2018;10:00;52,55;40,52;40,52;63,22;67;79,3;-;40,52;67,76;67;49,5;57,91;67;-;64,42;40,52
13.10.2018;11:00;44,05;40,39;40,39;60,3;61,92;50,72;-;40,39;62,63;61,92;46,28;55,92;61,92;-;52,98;40,39
13.10.2018;12:00;37,4;37,4;37,4;58,12;61,11;51;-;37,4;58,99;61,11;42,8;59,24;61,11;-;62,3;37,4
13.10.2018;13:00;34,1;34,1;34,1;53,65;55,97;50,1;-;34,1;57,86;55,97;41,3;55,88;55,97;-;62,3;34,1
13.10.2018;14:00;31,95;31,95;31,95;47,25;54,2;50,1;-;31,95;57,46;54,2;40,1;53,44;54,2;-;49,9;31,95
13.10.2018;15:00;37,42;36,52;36,52;45,88;56,28;45,56;-;36,52;57,67;56,28;42,4;53,91;56,28;-;48,1;36,52
13.10.2018;16:00;50,23;38,54;38,54;52,45;64,39;52,45;-;38,54;62,44;64,39;46,9;56,61;64,39;-;52,45;38,54
13.10.2018;17:00;60,46;39,85;39,85;60,46;67,68;60,49;-;39,85;67,76;66,94;56;57,24;66,94;-;60,49;39,85
13.10.2018;18:00;64,54;41,29;41,29;64,93;77,5;64,93;-;41,29;73,35;70,1;61,81;71,51;70,01;-;64,93;41,29
13.10.2018;19:00;55,85;40,35;40,35;72,82;86,43;84,9;-;40,35;78,01;86,43;67,61;77,42;67,05;-;89,73;40,35
13.10.2018;20:00;40,59;38,68;38,68;75,4;81,54;70;-;38,68;76,45;57,02;53,18;65,98;57,02;-;117,22;38,68
13.10.2018;21:00;31,52;31,52;31,52;66,95;75;77,46;-;31,52;70,7;50;45,4;52,93;50;-;102,5;31,52
13.10.2018;22:00;24,72;24,72;24,72;65,56;69;65,1;-;24,72;69,63;50,02;41,19;48,06;50,02;-;108,17;24,72
13.10.2018;23:00;20,29;13,99;13,99;65,77;66,61;47;-;13,99;67,37;40,03;30,01;40,92;40,03;-;114,61;13,99
14.10.2018;00:00;20,76;4,69;4,69;48,91;65,48;55,27;-;4,69;63,68;27,41;24,86;40,79;27,41;-;73,8;4,69
14.10.2018;01:00;21,44;4,27;4,27;38,33;62,59;58,7;-;4,27;62,6;25,32;24,4;34,56;25,32;-;54,81;4,27
14.10.2018;02:00;20,89;3,37;3,37;33,69;59,99;46;-;3,37;62,61;23,8;24,8;31,29;23,8;-;48,6;3,37
14.10.2018;03:00;19,52;3,23;3,23;34,04;59,94;50,1;-;3,23;60,07;22,87;25;30,05;22,87;-;50;3,23
14.10.2018;04:00;20,72;3,7;3,7;32,14;58,75;42,8;-;3,7;59,99;23,39;25,35;30,26;23,39;-;48,6;3,7
14.10.2018;05:00;20,79;4,18;4,18;24,68;59,9;39;-;4,18;59,96;21,6;25;30,76;21,6;-;27,65;4,18
14.10.2018;06:00;22,07;4,06;22,07;28,02;61,87;47,5;-;4,06;61,06;23,18;27,9;30,05;23,18;-;33,04;4,06
14.10.2018;07:00;25,86;5,06;25,86;36,3;63,76;70,1;-;5,06;62,64;40,01;33,66;40,24;40,01;-;46,32;5,06
14.10.2018;08:00;27,69;23,42;27,69;38,87;63,94;59,08;-;23,42;64,14;40,05;37,9;45,2;40,05;-;48,4;23,42
14.10.2018;09:00;26,71;26,71;26,71;38,78;63,32;60,26;-;26,71;62;44,04;36,69;50,14;44,04;-;48,4;26,71
14.10.2018;10:00;26,94;26,94;26,94;35,88;64,39;50;-;26,94;47,77;50,03;37;51,47;50,03;-;42,12;26,94
14.10.2018;11:00;25,76;25,76;25,76;34,98;61,87;47;-;25,76;45,41;50,05;33;50,64;50,05;-;40,16;25,76
14.10.2018;12:00;20,73;20,73;20,73;36,56;56,23;49;-;20,73;41,48;44,09;27,7;50,35;44,09;-;45,94;20,73
14.10.2018;13:00;20,75;20,75;20,75;28,78;46,35;37,4;-;20,75;37,63;41,6;25,31;41,76;41,6;-;29,94;20,75
14.10.2018;14:00;13,92;13,92;13,92;19,73;49;42,1;-;13,92;34,83;15,01;22,9;39,7;15,01;-;24,31;13,92
14.10.2018;15:00;19,54;19,54;19,54;23,17;53,73;37,4;-;19,54;35,72;20,2;27,72;38,85;20,2;-;26,03;19,54
14.10.2018;16:00;20,74;20,74;20,74;25,42;61,87;43,92;-;20,74;41,76;21,58;34,6;42;21,58;-;29,09;20,74
14.10.2018;17:00;42,82;36,15;36,15;42,86;65;42,87;-;36,15;66,47;44,07;46,5;53,97;44,07;-;42,86;36,15
14.10.2018;18:00;56,56;38,53;38,53;56,56;70,49;56,56;-;38,53;74,03;56,56;58;65,92;56,56;-;56,56;38,53
14.10.2018;19:00;68,09;38,27;38,27;68,09;78;68,09;-;38,27;78,26;70,2;65;71,94;68,09;-;68,09;38,27
14.10.2018;20:00;40,54;32,6;32,6;73,36;75,54;90,1;-;32,6;77,03;50,04;56,65;62,45;50,04;-;112,73;32,6
14.10.2018;21:00;32,9;29,41;29,41;54,74;71,3;80;-;29,41;71,44;41,6;50;56,69;39,7;-;76,9;29,41
14.10.2018;22:00;31,32;23,75;23,75;60,96;66,61;54,9;-;23,75;68,93;51,1;47;55,41;39,62;-;80,93;23,75
14.10.2018;23:00;27;4,45;4,45;59,88;62,6;50,1;-;4,45;64,91;36,13;43,66;46,95;36,13;-;85,8;4,45
15.10.2018;00:00;34,93;1,92;1,92;49,23;61,57;70;-;1,92;54,66;38,85;1;50,93;38,85;-;61,73;1,92
15.10.2018;01:00;30,86;2,41;2,41;39,5;58,2;54,36;-;2,41;54,97;33,24;1;39,02;33,24;-;46,8;2,41
15.10.2018;02:00;29,05;4,1;4,1;35,81;52,97;50,1;-;4,1;50,39;30,94;1;31,99;30,94;-;41,3;4,1
15.10.2018;03:00;30,06;7,33;7,33;35,61;50,51;47,18;-;7,33;50,32;31,61;1;32,41;31,61;-;40,11;7,33
15.10.2018;04:00;33;12,33;12,33;33;53;33;-;12,33;50,81;33;1;34,56;33;-;33;12,33
15.10.2018;05:00;42;40,95;40,95;42;61,01;42;-;40,95;57,26;42;15,01;46,21;42;-;42;40,66
15.10.2018;06:00;60,02;60,02;60,02;60,02;69,29;60,02;-;58,58;69,01;60,02;63,66;63,66;60,02;-;60,02;39,48
15.10.2018;07:00;79,38;79,38;79,38;79,38;83,56;79,38;-;72,77;79,09;79,38;82,96;82,96;79,38;-;79,38;42,59
15.10.2018;08:00;79,05;79,05;79,05;79,05;85,02;79,05;-;77,15;80,72;79,05;80,83;80,83;79,05;-;79,05;42,62
15.10.2018;09:00;74,72;74,72;74,72;82,99;85,01;82,4;-;74,72;80,58;77,27;75,62;75,62;77,27;-;90,55;42,62
15.10.2018;10:00;62,39;62,39;62,39;81,3;81,3;80,73;-;62,39;80,2;68,13;33,8;74,09;68,13;-;98,44;42,62
15.10.2018;11:00;52,89;52,89;54,19;81,17;81,17;80,6;-;54,19;79,89;66,57;33,8;74,59;66,57;-;106,26;42,55
15.10.2018;12:00;48,52;48,52;49,71;74,98;74,98;74,45;-;49,71;77;57,08;33,8;71,14;57,08;-;98,8;42,43
15.10.2018;13:00;49,82;49,82;51,05;70;72,25;69,51;-;51,05;75,6;57,04;32,2;67,93;57,04;-;88,17;42,39
15.10.2018;14:00;51,45;51,45;51,45;69,64;84,75;69,15;-;51,45;77,05;57,06;32,2;69,93;57,06;-;86,12;42,35
15.10.2018;15:00;55,26;55,26;55,26;70,46;83,56;69,96;-;55,26;78,58;59,89;33,8;71,86;59,89;-;84,3;42,35
15.10.2018;16:00;71,86;71,86;71,86;71,86;89,39;71,86;-;71,86;78,52;71,86;75;76,04;71,86;-;71,86;42,36
15.10.2018;17:00;80,28;80,28;80,28;80,28;84,75;80,28;-;78,36;80,66;80,28;79,07;79,07;80,28;-;80,28;42,09
15.10.2018;18:00;90;90;90;90;90;90;-;90;86,91;90;90,62;90,62;90;-;90;42,2
15.10.2018;19:00;107,32;107,32;107,32;107,32;107,32;107,32;-;91,93;96,49;107,32;100;100;107,32;-;107,32;42,29
15.10.2018;20:00;75,31;75,31;75,31;86,95;86,95;97,5;-;73,5;85,45;78,95;84,92;84,92;78,95;-;96,03;42,18
15.10.2018;21:00;70,49;70,49;70,49;75,57;76,8;79,54;-;58,99;76,71;72,07;33,8;74,9;72,07;-;79,54;42,09
15.10.2018;22:00;59,05;59,05;59,05;70,46;75,56;69,96;-;52,68;71,43;62,24;32,2;67,99;62,24;-;83,59;39,9
15.10.2018;23:00;59,07;59,07;59,07;59,57;70;59,25;-;44,96;66,93;59,7;20,5;58,69;59,7;-;59,32;35,67
16.10.2018;00:00;56,06;56,06;56,06;56,06;68,65;56,06;-;44,7;71,17;56,06;57,01;57,01;56,06;-;56,06;39,95
16.10.2018;01:00;53,55;53,55;53,55;53,55;65,37;53,55;-;43,43;66,08;53,55;54,5;54,5;53,55;-;53,55;39,72
16.10.2018;02:00;52,01;52,01;52,01;52,01;65;52,01;-;42,47;65,35;52,01;51,83;51,83;52,01;-;52,01;39,49
16.10.2018;03:00;51;51;51;51;64,93;51;-;44,18;65,26;51;49,2;49,2;51;-;51;39,59
16.10.2018;04:00;52,2;52,2;52,2;52,2;64,93;52,2;-;50,95;64,08;52,2;52,1;52,1;52,2;-;52,2;39,69
16.10.2018;05:00;57,02;57,02;57,02;57,02;65,98;57,02;-;55,66;66,55;57,02;57,1;57,1;57,02;-;57,02;41,41
16.10.2018;06:00;77,73;77,73;77,73;73,36;78,4;76,34;-;72,27;79,1;78,4;75,91;75,91;78,4;-;74,78;42,27
16.10.2018;07:00;86,98;86,98;86,98;86,98;86,98;86,98;-;76,05;92,37;86,98;93,38;93,38;86,98;-;86,98;42,78
16.10.2018;08:00;95,01;95,01;95,01;95,01;95,86;95,01;-;80,06;94,28;95,01;95,55;95,55;95,01;-;95,01;42,84
16.10.2018;09:00;86,02;86,02;86,02;86,02;95;86,02;-;83,95;89,91;86,02;88;88;86,02;-;86,02;42,79
16.10.2018;10:00;78,82;78,82;78,82;83;90;78,82;-;78,82;85,8;79,99;83,75;83,75;79,99;-;87,62;42,72
16.10.2018;11:00;75,93;75,93;75,93;77,84;90;73,76;-;75,93;82,49;79,92;78,22;78,22;79,92;-;79,95;42,64
16.10.2018;12:00;70,91;70,91;72,23;74,51;76,99;67,51;-;72,23;80,53;76,99;67,11;75,12;76,99;-;78;42,56
16.10.2018;13:00;69,36;69,36;71,07;74,57;78,8;69,36;-;71,07;78,71;78,8;65,01;76,61;78,8;-;74,59;42,47
16.10.2018;14:00;68,61;68,61;70,29;71,79;85;64,96;-;70,29;79,52;78,03;68,23;77,03;78,03;-;74,64;42,43
16.10.2018;15:00;69,19;69,19;69,72;72,41;90;64,96;-;69,72;79,08;77,93;73;77,84;77,93;-;76,31;42,35
16.10.2018;16:00;74,04;74,04;74,04;74,04;89,39;67,85;-;72,26;79,43;78,01;77,2;78,06;78,01;-;80,32;42,3
16.10.2018;17:00;80,95;80,95;80,95;80,95;84,33;80,95;-;76,08;83,84;80,95;83,89;83,89;80,95;-;80,95;42,27
16.10.2018;18:00;89,97;89,97;89,97;89,97;93;89,97;-;89,97;94,94;89,97;97,98;98,97;89,97;-;89,97;42,29
16.10.2018;19:00;105,12;105,12;105,12;105,12;105,12;99,61;-;105,12;108,51;105,12;112;112;105,12;-;114,2;42,33
16.10.2018;20:00;84,96;84,96;84,96;89,42;90;78,16;-;82,92;88,23;86,05;88;88;86,05;-;100,1;42,17
16.10.2018;21:00;76,02;76,02;76,02;76,71;76,71;75;-;67,41;80,08;76,21;75,96;75,96;76,21;-;77,9;42,05
16.10.2018;22:00;59,99;59,99;59,99;73,36;76,99;59,9;-;58,55;79,04;63,51;62,2;68,8;63,51;-;89,05;41,22
16.10.2018;23:00;56,5;56,5;56,5;70;70,04;56,5;-;45,6;71,84;60,01;58,92;58,92;60,01;-;85,15;40,15
17.10.2018;00:00;55,01;53,09;55,01;63,85;68,37;52,24;-;44,08;65,32;57,32;55,01;55,25;57,32;-;74,07;39,39
17.10.2018;01:00;52,33;52,33;52,33;59,73;65,85;49,95;-;42,74;64,19;54,27;53;53;54,27;-;68,3;39,02
17.10.2018;02:00;50,33;50,33;50,33;56,98;64,93;48,22;-;40,39;63,82;52,07;51,43;51,43;52,07;-;64,68;38,32
17.10.2018;03:00;50;50;50;51,54;64,93;49,5;-;41,86;63,94;50,4;50,44;50,44;50,4;-;53,31;38,2
17.10.2018;04:00;51,52;51,52;51,52;51,65;64,93;51,47;-;48,91;63,66;51,55;51;51;51,55;-;51,8;37,95
17.10.2018;05:00;55,75;55,65;55,75;57,71;65,85;52,75;-;54,36;65,02;56,26;55,5;55,92;56,26;-;59,9;39,23
17.10.2018;06:00;73,6;73,6;73,6;73,6;76,21;73,08;-;69,29;78,02;73,66;74,87;74,87;73,66;-;73,76;39,62
17.10.2018;07:00;88,77;88,77;88,77;88,77;95,37;88,77;-;77,72;86,06;88,77;89,37;89,37;88,77;-;88,77;40,88
17.10.2018;08:00;89,99;89,99;89,99;89,99;110;89,99;-;89,99;94,9;89,99;94,54;94,83;89,99;-;89,99;41,95
17.10.2018;09:00;87,6;87,6;87,6;87,6;138,46;87,6;-;85,5;84,76;87,6;85,5;87,56;87,6;-;87,6;41,89
17.10.2018;10:00;80,48;80,48;80,48;83,1;110;79,8;-;78,55;83;81,24;77,4;79,97;81,24;-;86,05;40,99
17.10.2018;11:00;74,24;74,24;74,24;78,2;110;73,34;-;74,24;81,97;80,95;73,3;78;80,95;-;82,21;40,34
17.10.2018;12:00;59,75;59,75;61,22;75,09;88;56,11;-;61,22;78,09;80,32;66,7;77,22;80,32;-;91,01;39,81
17.10.2018;13:00;57,85;57,85;59,27;74,51;96,26;54,38;-;59,27;78,06;80,2;65,4;77,8;80,2;-;91,63;39,58
17.10.2018;14:00;60,01;60,01;61,48;72,25;110;57,22;-;61,48;79,49;80,2;65,2;77,02;80,2;-;84,61;39,77
